,artist,album,release_date,song,is_title,album_type,track,lyricist,composer,arranger,BPM,tonality,camelot,time,lyric
347,DIA,SPELL,2016-09-13,7과 4분의 3,False,M 2,1,"ATM,STAINBOYS,희현,예빈","ATM,STAINBOYS,희현","ATM,STAINBOYS,희현",,,,,just for my love love love 내 마음 들키게 너에게 다가가 볼래요 너만 보이는 내 마음 아나요 수줍게 네게 다가가려 해 떨리는 마음 들키게 네게로 향하는 비밀의 여행 내 마음 들킬까 봐 두근두근 너만 보이는 나만의 비밀 솔직히 얘기 할래 너에게 다가가 수줍게 말할래 너만 열 수 있는 비밀의 문 나의 마음에 문을 여는 주문을 외워! mr. potter~ (쉿) 나를 보아요 내 손을 잡아요 아껴둔 내 마음을 너에게 줄래 네게 다가가 너만 알 수 있게 주문을 걸어 널 만나러 가는 길 자신 없어 망설이다간 놓쳐 버릴까 싶어 난 달려가 나를 놀려대도 신경 안 써 de-aeseohsta ma boy! 널 생각하면 두근두근 내 심장이 떨려 떨려 와 널 만난 순간순간 바로 여긴 우리의 비밀공간 (쉿) 나를 보아요 내 손을 잡아요 아껴둔 내 마음을 너에게 줄래 네게 다가가 너만 알 수 있게 주문을 걸어 널 만나러 가는 길 다가 가줘 네게 가는 길 아껴둔 내 마음 네게 전해지길 나를 봐줘 네게 가는 길 아껴둔 내 마음 네게 전해지길 너만 들을 수 있게 솔직한 내 마음 얘기 할래 네 마음의 문을 열어 내 마음 들키게 just for u 너만 들리게 둘만의 비밀얘기 널 만나러 가는 이 길
348,DIA,SPELL,2016-09-13,Mr.Potter,False,M 2,2,"ATM,STAINBOYS","ATM,STAINBOYS","ATM,STAINBOYS",,,,,(mr. potter) accio mr. potter 내 눈 앞에 너란 달콤한 숲에 빠져 버린 걸 본능적인 이끌림에 무장해제 i wanna wanna wanna wanna get your mind descendo 솔직한 마음 보여줄래 벗어나려 해도 벗어 날 수 없 so riddikulus 중독 돼버린 너란 달콤 마법 라 라 라 라 라 don't wanna 고백 숨기지 말고 보여 boy 나를 밝혀줘 lumos 이제 내 마음 네게 닿을 수 있도록 go 맞죠 오늘은 느낌이 딱 왔죠 더 이상은 숨길 수 없어 no 넌 나만 봐 너에게 주문을 걸어봐 맞죠 너도 내 마음을 딱 느꼈죠 너를 놓칠 순 없어 널 보내기 싫어 네 마력에 나만 알 수 있게 주문을 걸어봐 어딜 보니 여기 시선 집중 다른 곳은 시선 주지도 마 impervius 나만이 선택 받은 달콤한 숲 내게로 내게로 내게로 내게로 더 가까이 와 boy 본능적인 이끌림에 무장 해제 i wanna wanna wanna wanna get your mind 중독 돼버린 너란 달콤 마법 라 라 라 라 라 don't wanna 고백 숨기지 말고 보여 boy 나를 밝혀줘 lumos 이제 내 마음 네게 닿을 수 있도록 go 맞죠 오늘은 느낌이 딱 왔죠 더 이상은 숨길 수 없어 no 넌 나만 봐 너에게 주문을 걸어봐 맞죠 너도 내 마음을 딱 느꼈죠 너를 놓칠 수 없어 널 보내기 싫어 네 마력에 나만 알 수 있게 주문을 걸어봐 give me give me give me give me your love give me give me give me give me your love 너란 마력에 빠져 헤어 나올 수 없어 나만 알 수 있게 주문을 걸어봐 너 너에게 널 위해 내 마음에 널 안고 싶어 내게 좀 더 가까이 널 느낄 수 있게 너를 이젠 보낼 수가 없잖아 널 좋아해 깊은 숲 속을 지나 발견한 sweet ocean 내 마음에 해일처럼 날아온 sweet magic 이건 이상적인 degree 빨려 드는 black hole 이건 너의 |spell 빠져들어 holic 맞죠 오늘은 느낌이 딱 왔죠 (oh mr.potter) 더 이상은 숨길 수 없어 no 넌 나만 봐 너에게 주문을 걸어봐 (너에게 주문을 걸어봐) 맞죠 너도 내 마음을 딱 느꼈죠 너를 놓칠 수 없어 널 보내기 싫어 네 마력에 나만 알 수 있게 주문을 걸어봐 give me give me give me give me your love give me give me give me give me your love 너란 마력에 빠져 헤어 나올 수 없어 나만 알 수 있게 주문을 걸어봐
349,DIA,SPELL,2016-09-13,"꽃, 바람 그리고 너",False,M 2,3,"똘아이박,피터팬,희현","똘아이박,피터팬",똘아이박,,,,,"바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 네 품에 따스한 햇살 향기로운 꽃, 바람 그리고 너 시간이 벌써 흘러 흘렀어 새로 산 향수 뿌리고 집을 나서 는 마음은 하루 전부터 이미 나는 들떴어 근데 사실 말야 새침 떼긴 아냐 난 거짓말은 싫어해 근데 친구가 너 미쳤녜 원래 좋아하는 건 조금 숨기는 거래 정말 그런 건가 싶어도 계속 비집고 나오는 마음은 거짓말을 못해 널 만나러 가는 길 내 자신을 낯설게 만드는 일 눈살 찌푸리게 날카롭던 햇살도 한껏 꾸민 머릴 건드리는 바람도 이상하게 나쁘지 않아 기분이 좋아 널 만나러 가는 지금 이 길이 좋아 너와 주고받는 연락에 한껏 설레이고 저기 네가 보여 바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 네 품에 따스한 햇살 향기로운 꽃, 바람 그리고 너 이상한 건 나야 나 너 땜에 내가 다 변하고 있잖아 친구들이 놀려 막 티가 나 잖아 주고받는 아이컨택 널 바라보던 내 마음도 이젠 알 것 같애? 이상한 건 아니야 나 땜에 네가 다 변한 게 맞아 내 친구들도 알 거야 티가 나잖아 내가 널 마주 보면 저기 저 바람처럼 숨길 수가 없단 걸 니가 없는 하룬 상상도 못해 말로는 다 표현하기 부족해 나도 몰래 니 생각에 미소 짓는 내가 이상해 바람이 좋아 그리고 너와 함께 걷는 지금 이 길이 너무 좋아 손을 뻗으면 어느새 난 니 품에 따스한 햇살 향기로운 꽃, 바람 그리고 너 마치 솜사탕 같은 걸 나 이대로 너의 품에 안겨 잠들고파 늘 함께 하고파 언제나 너의 품에 꼭 안아줄래 바람이 좋아 (햇살과 바람이 완벽한 날씨) 그리고 너와 (이 길을 걷고 있는 우리와 닮았지) 함께 걷는 지금 이 길이 너무 좋아 (달콤한 연인처럼 우리 둘은 마치 제법 잘 어울려 thank you very much) 손을 뻗으면 (햇살과 바람이 완벽한 날씨) 어느새 난 네 품에 (이 길을 걷고 있는 우리와 닮았지) 따스한 햇살 (달콤한 연인처럼 우리 둘은 마치) 향기로운 꽃, 바람 그리고 너 저기 저 햇살처럼 눈부시게 밝은 (woo~ yeah) 파란 하늘보다 맑은 (oh~ wo~) my love only you (you)"
350,DIA,SPELL,2016-09-13,화가,False,M 2,4,희현,"희현,똘아이박,피터팬",똘아이박,,,,,"어제 만난 예지 언니 날 못 알아봐 왠지 몰라도 난 이유를 좀 알 것 같아 white 원피스 무대 위 예쁜 척 저거 힙합 아니라며 욕할 자격 없네 성공의 발자취 창피할 이유 없지 곰팡이 체취가 배인 가사를 뱉지 부모님 걱정 뒤로 성공할 거라 위로 부끄러움은 성공 못한 다음으로 미뤄 첫 벌이는 열여섯 진상 부린 어른들 을 보며 배웠지 허투루 먹은 나이들 넌 날 발아래 두길 바라겠지 나이로 난 공경 안 해 그럴 바엔 버릇없는 아이돌 (yeah) 난 화가 많아 (yeah) 할 말이 많아 (yeah) 난 화가 많아 할 말이 많아 (yeah) 난 화가 많아 (yeah) 할 말이 많아 (yeah) 난 화가 많아 할 말이 많아 보여줬지 아이돌 내가 아닌 예들로 바비 and 송민호 보여줬지 make money를 나도 부모님에게 자랑스런 아이로 무대가 끝나면 떳떳이 전화를 걸기로 탓한 적 없어 내가 속한 이 구역 을 불평해봤자 내 얼굴에 먹칠하는 격 다들 모두 기억 난 화가 많아 그리듯 가사를 쓰고 난 의미를 부여 저기 저기서 날 아니꼽게 자세를 삐딱 거린 애들 조만간 날 보고 고개를 끄덕 내 머리가 컸다며 날 욕했던 샌님들 이제 자랑스러? 내 속이 다 울렁거려 뜨고 나면 변할걸 마셔주신 김칫국 덕분에 나 지금 열 받았어 너 그러다 크게 데이지 네가 뭘 하던 개의치 않아 잘 봐둬 you did it without realizing (yeah) 난 화가 많아 (yeah) 할 말이 많아 (yeah) 난 화가 많아 할 말이 많아 (yeah) 난 화가 많아 (yeah) 할 말이 많아 (yeah) 난 화가 많아 할 말이 많아 이럴 시간에 연습을 좀 더 해 남 시기, 질투 할 바엔 머리 굴리지 말고 노력해 뻔히 보이는 위선은 안 통해 살쪘다 하면 니가 찾는 건 노력 아닌 병실 너와 달리 타고난 유전자 내 코는 자랑스런 엄마의 상징 (yeah) 난 화가 많아 (yeah) 할 말이 많아 (yeah) 난 화가 많아 할 말이 많아 (yeah) 난 화가 많아 (yeah) 할 말이 많아 (yeah) 난 화가 많아 할 말이 많아"
351,DIA,SPELL,2016-09-13,#더럽,False,M 2,5,"노는어린이,윤영민,DIA","노는어린이,윤영민,김남영","노는어린이,윤영민,김남영",,,,,"yo 창밖의 어둠이 다 사라지고 아침 햇살이 내 눈을 비추면 이렇게 내 마음은 또 설레는데 이렇게 내 마음은 또 설레는데 뜬 눈으로 밤을 지새웠죠 도저히 잊혀지질 않아요 우리가 처음으로 만났던 날 내겐 너무 소중했죠 그대를 보면 난 어색해요 또 너무나 부족해요 근데 날 소중히 아껴줬어요 날 만나 행복한가요 그토록 기다렸나요 미소 짓던 나야 너와의 추억들이 쌓여만 가 수많은 불빛들이 내려와 이렇게 내 모습 채워만 가 부끄럽죠 난 아직 몰라 니 앞에 서면 이젠 함께 걸어가요 함께 웃어 봐요 숨이 차오를 땐 -요 내 손을 잡아줘요 내 곁에 있어요 영원히 함께해요 우리만의 이야기 비밀스런 우리 얘기 아무것도 몰랐었던 나죠 그대를 만나기 전에는요 이렇게 너무나 좋은걸요 나 모든 게 소중한 걸 혹시라도 내가 잘못하면 내 곁에 꼭 있어줘요 그대 손가락 걸고 약속해요 날 만나 행복한가요 그토록 기다렸나요 미소 짓던 나야 너와의 추억들이 쌓여만 가 수많은 불빛들이 내려와 이렇게 내 모습 채워만 가 부끄럽죠 난 아직 몰라 니 앞에 서면 이젠 함께 걸어가요 함께 웃어 봐요 숨이 차오를 땐 -요 내 손을 잡아줘요 내 곁에 있어요 영원히 함께해요 우리만의 이야기 비밀스런 우리 얘기 맨날 꿈만 꾸는 것만 같애 요즘 미소가 너무 많아 헤퍼 보여 근데 좋은 걸 어떡하니 내 마음인 걸 이제 너에게 모든 걸 다 돌려줄게 oh, ready 날 보며 웃어줘 날 좀 더 안아줘 내 옆에 있어 주면 돼 i wanna do i love you to 이젠 함께 걸어가요 함께 웃어봐요 숨이 차오를 땐 -요 내 손을 잡아줘요 내 곁에 있어요 영원히 함께해요 우리만의 이야기 비밀스런 우리 얘기 항상 힘들어도 에이드가 있어서 너무 행복해요 고마워요 미안해요 그리고 사랑해요"
352,DIA,YOLO,2017-04-19,나랑 사귈래,False,R 2,1,"유니스,제니,은진,똘아이박,피터팬,희현,정채연,예빈","유니스,제니,똘아이박,피터팬,희현,예빈",투챔프,,,,,hey boy listen what is this feeling come on tell me 야 너 이리와 봐 왜 답답하게 구니 말해봐 너 옆 반 여자애랑 친구라고 걔한테 웃어주기만 해봐 우씨 널 만나러 가는 길 (wow) 왜 이리 떨리는지 (yeah) i i wanna say 갖고 싶어 이거 이거 오늘 따라 보고 싶어 (어머어머어머어머) 내게 무슨 짓을 한 거야 (어머어머어머어머) 네 생각뿐이잖아 이런 날 어째 너무 답답해 이런 날 어떡해 있잖아 baby baby 나랑 사귈래 밀고 당기기는 그만 해 어떡해 놀란 내 가슴이 자꾸 쿵 쿵 쿵 뛰는데 oh 내가 왜 이래 왜 이래 너만 보면 왜 얼굴은 빨개지는데 그래도 난 네가 좋은 걸 어떡해 단단히 빠져버린 걸 너 나랑 사귈래 자꾸만 간지러운 걸 오늘부터 1일 다른 남자들은 모두 나만 봐 너만 빼고 나를 알아봐 고민 고민 하잖아 고백 해봐 한 번 더 구름처럼 네가 가득한 오늘 같은 날 내게 다가와 날 콕 찔러줬음 해 넌 꼭 그래야만 해 (어머어머어머어머) 머리가 뱅글뱅글 (어머어머어머어머) 네 주위를 빙글빙글 이런 날 어째 너무 답답해 이런 날 어떡해 있잖아 baby baby 나랑 사귈래 밀고 당기기는 그만 해 어떡해 놀란 내 가슴이 자꾸 쿵 쿵 쿵 뛰는데 oh 내가 왜 이래 왜 이래 너만 보면 왜 얼굴은 빨개지는데 그래도 난 네가 좋은 걸 어떡해 나의 하루는 언제나 너의 일기로 가득해 똑바로 내 마음을 봐 봐 봐 줄게 너에게 다 다 다 이런 내 마음을 받아줘 있잖아 (ahh~) baby baby 나랑 사귈래 밀고 당기기는 그만 해 (이제 그만해) 어떡해 놀란 내 가슴이 자꾸 쿵 쿵 쿵 뛰는데 (쿵 쿵 쿵 뛰는데) oh 내가 왜 이래 왜 이래 너만 보면 왜 얼굴은 빨개지는데 그래도 난 네가 좋은 걸 어떡해
353,DIA,YOLO,2017-04-19,남.사.친,False,R 2,2,"유니스,제니,은진,희현,노는어린이,윤영민,예빈","유니스,제니,김동하,희현,노는어린이,윤영민","김동하,노는 어린이,윤영민",,,,,우릴 바라보는 쟤들 좀 봐 너무 잘 어울려 보이나 봐 넌 어때 나도 그런 것 같애 내 거야 i think i love you so 근데 넌 내가 편한가 봐 나의 볼을 꼬집는 touch touch 너무 떨려 이게 무슨 일이야 너무해 i think i love you so 인정 하긴 싫지만 널 보면 막 사르르 녹을 것 같아 이리와 봐 너 너 너 너 baby 이리와 봐 love love love 너 왜 이래 심장이 쿵 멈춰서 내 마음이 다 멈췄어 이리와 봐 너 너 너 너 baby 이거 이거 봐 내 마음 알기나 해 바보같이 설레 설레이는 마음에 바람이 살랑살랑 꼬리 치네 내 볼 좀 봐 또 빨개지네 요즘 따라 네가 왜 남자로 보일까 오늘 따라 유독 왜 잘생겨 보일까 네가 너무 좋아 자꾸 안달이나 이게 사랑인가 말 안 해도 느낌이 와 근데 요즘 네가 이상해 이 표정 분명 사랑인데 난 몰라 나도 그런 것 같애 너무 떨려 i think i love you so 인정 하긴 싫지만 널 보면 막 사르르 녹을 것 같아 이리와 봐 너 너 너 너 baby 이리와 봐 love love love 너 왜 이래 심장이 쿵 멈춰서 내 마음이 다 멈췄어 이리와 봐 너 너 너 너 baby you are my shiny boy you are my destiny 이리와 봐 너 너 너 너 baby 이리와 봐 love love love 너 왜 이래 심장이 쿵 멈춰서 내 마음이 다 멈췄어 이리와 봐 너 너 너 너 baby
354,DIA,YOLO,2017-04-19,사월,False,R 2,3,"은진,희현,진리(Full8loom),예빈,영광의 얼굴들(Full8loom),딘딘","진리(Full8loom),새벽,Long Candy,예빈,영광의 얼굴들(Full8loom)","영광의 얼굴들(Full8loom),새벽",,,,,있잖아 우리 같이 걸을래 우리 햇살 좋은 날에 너와 나란히 발을 맞춰 갈 때 온 세상이 내 것 같애 함께라면 어디든 좋아 나를 데려가 줄래 uh 추웠던 날들이 지나 이제는 꽃이 펴 거리 곳곳에 꽃향기가 퍼지며 널 기다리는 지금 나의 입꼬리는 계속 올라가있어 마치 지금 나의 기분 like u like u like u 요즘 내 얼굴에 항상 미소가 있는 이유 it's you it's you 보고 있어도 i miss you 이제는 이해가 돼 이런 뻔한 말도 지쳐있는 나를 감싸 안아주고 다시 내게 봄을 알려준 너 내게 한발 두발 다가온 계절 내 코끝을 간질간질 이 느낌은 뭐죠 재채기같이 터져버린 내 마음을 숨길 길이 없네요 너라는 봄내음 있잖아 우리 같이 걸을래 우리 햇살 좋은 날에 너와 나란히 발을 맞춰 갈 때 온 세상이 내 것 같애 함께라면 어디든 좋아 나를 데려가 줄래 햇살이 내리 쬐는 봄 말 안해도 우리 둘은 발을 맞추고 거리를 거니는 지금이 영원할 것 같아 예전에 찾아왔던 봄이랑은 달라 햇살이 내리 쬐는 봄 말 안해도 우리 둘은 발을 맞추고 uh 너가 내 인생의 봄 yeah 너가 내 인생의 봄 거릴 수 놓아진 봄꽃들이 핑크빛으로 만들어 주지 우릴 겨울잠을 자고 있던 나의 마음이 움직이기 시작했어 너라는 봄이 나를 찾아온 지금이 내 인생의 봄 (봄) 피어나고 있어 우리 둘 사랑의 꽃 (꽃) 그 어떤 시련이 와도 꺾이지 않게 내가 잘할게 hey 지쳐있는 나를 감싸 안아주고 다시 내게 봄을 알려준 너 여태껏 느껴보지 못했던 이 떨림과는 별 뜻 없는 귓속말에 생각보다 멍해지는 oh 니 생각에 crazy 넌 웃을 때 예쁘지 너에게 바칠게 달콤한 사랑의 메시지 있잖아 우리 같이 걸을래 우리 햇살 좋은 날에 너와 나란히 발을 맞춰 갈 때 온 세상이 내 것 같애 함께라면 어디든 좋아 나를 데려가 줄래 적당한 바람 나의 어깰 감싸 안은 네 손길과 포근한 이 느낌 나 바라는 건 오늘 같은 내일이 되길 있잖아 우리 같이 걸을래 우리 햇살 좋은 날에 너와 나란히 발을 맞춰 갈 때 온 세상이 내 것 같애 함께라면 어디든 좋아 나를 데려가 줄래 햇살이 내리 쬐는 봄 말 안해도 우리 둘은 발을 맞추고 거리를 거니는 지금이 영원할 것 같아 예전에 찾아왔던 봄이랑은 달라 햇살이 내리 쬐는 봄 말 안해도 우리 둘은 발을 맞추고 uh 너가 내 인생의 봄 yeah 너가 내 인생의 봄 시들지 않을게 난 해바라기 꽃 너와 두발 맞춰 걷는 이 길이 영원할 것 같아 오늘 같은 내일이 되길 바라 uh 꽃이 피고 있어 나의 마음 안에 너와 두발 맞춰 걷는 이 길이 영원할 것 같아 오늘 같은 내일이 되길 바라 uh
355,DIA,YOLO,2017-04-19,마네킹,False,R 2,4,"유니스,제니,STAINBOYS,은진,희현,정채연,예빈","유니스,제니,STAINBOYS,희현,정채연,예빈",STAINBOYS,,,,,난 즐거워 춤추는 게 나 혼자 남겠지만 이 밤 다 가도록 난 시간이 멈춘 듯 난 그저 웃지 그게 내 일이야 매일 다른 예쁜 옷 입고서 화려한 조명에 신이 난 표정에 널 위해 춤을 추는 마네킹 유리병 속에 담긴 꽃처럼 언제 시들어버릴지 모르지만 난 그냥 즐거워 리듬 속에 춤추는 것뿐 하루가 꺼지면 나 혼자 남겠지만 (눈물 흘리지 못해) 이 밤 밝힌 저 별처럼 내일도 이 자리에 있을게 아찔한 whiskey 술잔에 남긴 아슬아슬한 립스틱 한 모금 더 깊숙이 리듬 속에 취하길 바라는 눈길 날 알아봐 다 나를 봐 고개 숙이지 못해 또 웃어봐 a dark night 불이 꺼진 방 안을 가득 채운 건 red light 난 그냥 즐거워 리듬 속에 춤추는 것뿐 하루가 꺼지면 나 혼자 남겠지만 (눈물 흘리지 못해) 이 밤 밝힌 저 별처럼 내일도 이 자리에 있을게 ok 짧은 시간 안에 많은 것을 이뤄냈지 빌고 빈 것을 이 모든 게 아직 믿기지 않지만 이 현실에 익숙해지고 있지만 부담과 실패를 화려한 조명에 fire fly 절망과 지침은 뒤로 환하게 불 켜줘 오늘밤 창밖에 세상은 내겐 없죠 (혼자 멍하니 한숨을 내뱉곤 창밖에 세상을 바라보곤 해) 날 부러워하지 말아요 (눈물에 젖어 꿈에 아름다운 내 모습 그리며 잠이 들고는 해) 난 그냥 즐거워 리듬 속에 춤추는 것뿐 하루가 꺼지면 나 혼자 남겠지만 (눈물 흘리지 못해) 이 밤 밝힌 저 별처럼 내일도 이 자리에 있을게
356,DIA,YOLO,2017-04-19,"꽃, 달, 술",False,R 2,5,"유니스,정채연,예빈, 79","유니스,정채연,예빈, 79",79,,,,,술잔은 채워야 제 맛이지 한 잔만 더 따라줘요 아니야 오늘은 반 잔만 할래 내 님 어디 계신가요 당신이 떠난 이 자리에서 나 홀로 또 술 한잔해 내 꿈속에 오늘밤도 찾아와서 못다했던 얘기를 해 그대는 꽃이야 내 꽃이야 내 가슴속에 피는 그대는 달이야 내 달이야 내 마음에 차오르는 그대는 술이야 내 술이야 취해버릴 것만 같아 나에게 사랑한다 말해놓고 지켜준다 말해놓고 어딜 갔나요 슬프게 비가 오는 날에는 그대와 나 자주 갔던 그 술집에 잔을 두 잔 놓고서 또 그 사람을 기다리네 그대는 꽃이야 내 꽃이야 내 가슴속에 피는 그대는 달이야 내 달이야 내 마음에 차오르는 그대는 술이야 내 술이야 취해버릴 것만 같아 나에게 사랑한다 말해놓고 지켜준다 말해놓고 어딜 갔나요 사랑이라 믿었고 평생토록 우리 함께 할 줄 알았어 슬프도록 아프게 왜 자꾸만 나를 울려 밤마다 피어나는 꽃잎 그건 그대야 나의 가슴에 차오르는 달은 그대야 (ha) 그대는 술이야 내 술이야 취해버릴 것만 같아 나에게 사랑한다 말해놓고 지켜준다 말해놓고 어딜 갔나요
357,DIA,YOLO,2017-04-19,빛,False,R 2,6,"유니스,제니,은채,은진,똘아이박,피터팬,희현,예빈","유니스,제니,똘아이박,피터팬,희현,예빈",똘아이박,,,,,알 수 없는 갈림길 속에서 날 일으켜줬던 그날의 그 순간들 잊혀 지지 않아요 단지 시간이 좀 필요한 거죠 오래 걸리지 않아 그곳을 찾을 수 있게 내가 달려갈 거야 우리 만날 그 순간 그날을 기다려줄래요 자꾸 자꾸 아른거리는 하이라이트 포기할 수 없어 짜릿짜릿한 my life 빛은 어둠을 뚫고 나와 네 손을 잡은 난 내일 두렵지 않아 don’t make me cry 매일 매일 밤 창문을 열고 눈 맞추는 이 순간을 기다리고 너를 바라보곤 해 너와 마주 볼 내일 기다리곤 해 가만히 저 별을 바라봐요 어둠 속에도 잠들지 않는 빛이 익숙한 이 시간이 나를 밝혀요 오늘보다 빛날 내일이 단지 시간이 좀 필요한 거죠 오래 걸리지 않아 그곳을 찾을 수 있게 내가 달려갈꺼야 우리 만날 그 순간 그날을 기다려줄래요 (you) 그대의 목소리가 들려 (and you) 언제나 무대에 날 올려 가슴에 담긴 말은 다만 다짐일 뿐 이런 날 지켜준 네 마음은 과분할 뿐 바람에 흔들리는 열정 날아가지 않게 좋은 날을 위해 항상 이 자리를 지킬게 햇빛 아래 그저 밤에 비가 그쳐 어느새 다가올 행복이 나와 마주쳐 가만히 저 별을 바라봐요 어둠 속에도 잠들지 않는 빛이 밤 하늘 가득히 나를 밝혀요 눈부시게 빛날 내일이 단지 시간이 좀 필요한 거죠 오래 걸리지 않아 그곳을 찾을 수 있게 내가 달려갈 거야 우리 만날 그 순간 그날을 기다려줄래요 따스한 햇살이 나를 감싸고 바람이 부는 오늘 같은 날이면 아름답게 눈부신 그날이 떠올라 나를 설레게 하죠 날 설레게 해 단지 시간이 좀 필요한 거죠 오래 걸리지 않아 그곳을 찾을 수 있게 내가 달려갈 거야 우리 만날 그 순간 그날을 기다려줄래요 기다려줄래요 기다려줄래요
358,DIA,YOLO,2017-04-19,시간이 없어,False,R 2,7,"희현,Slapstick","희현,Slapstick",Slapstick,,,,,사람들은 쉽게 말하지 넌 딴따라 그래 마음대로 밟아라 아니라 한적 없어 바라는 건 돈벼락 아래 부모님 모습 바래 그뿐이야 같은 하늘 똑같은 시간 그 안에 다른 삶을 사는 그 누군가를 보면 남 몰래 부러워하는 거 나쁜 게 아냐 그냥 진짜 부러운 거야 다 똑같아 맨날 하는 거 매일 먹는 거 매번 보는 거 벗어나고 싶어도 내 발목을 항상 잡는 건 되게 조그만 한 미련이란 거 길고 짧은 건 대봐야 알 수 있대 그래서 다들 나를 재고 있네 후회는 없어야지 쨌든 내 인생을 책임 질 사람은 나인데 시간이 없어 더는 시간이 없어 그렇게 있다간 뒤쳐져 멍하니 서서 지난 후회로 뒤돌아보지 않게 시간이 없어 더는 시간이 없어 날 말리지는 말아줘 지금 달려갈게 나이라는 꼬리표는 늘 값어치를 하네 어린애 아냐 무거워진 내 행동의 값에 눌리는 두 어깨는 날 일어설 수 없게 해 행동의 대가는 생각보다 비싼 듯해 어릴 땐 그랬지 뭐든지 내 마음대로 철없이 겁 이란 단어 따위 몰라 그냥 덤벼봤지 그땐 그랬지 지금은 어떤지 더 이상 내게 실패는 성공의 어머니가 될 수 없단 걸 알아 시간이 없으니 과녁의 정 중앙을 노려 신중히 새로운 시작 기대보단 내 어깨 위 걱정 망설임과 항상 함께 시작할 지 언정 더 이상 결정에 쏟을 시간조차 만만치 않아 뭐가 있을지 몰라 저기 저 언덕 너머를 위해서 고난의 길을 견뎌 누가 감히 나를 말려 시간이 없어 더는 시간이 없어 그렇게 있다간 뒤쳐져 멍하니 서서 지난 후회로 뒤돌아보지 않게 시간이 없어 더는 시간이 없어 날 말리지는 말아줘 지금 달려갈게 싸늘한 눈빛과 모진 말들도 날 향한 기대와 함성이 되길 이 길의 끝을 난 볼 수 없지만 모든걸 걸고 달려 볼 거야 시간이 없어 더는 시간이 없어 그렇게 있다간 뒤쳐져 멍하니 서서 지난 후회로 뒤돌아보지 않게 시간이 없어 더는 시간이 없어 날 말리지는 말아줘 지금 달려갈게 지나간 시간이 다시 되돌아오진 않아 미련을 내려놔 뒤돌아 보지 말아 뒤돌아 보지 말고 달려 bottom to the top bottom to the top bottom to the top 지나간 시간이 다시 되돌아오진 않아 미련을 내려놔 뒤돌아 보지 말아 뒤돌아 보지 말고 달려 bottom to the top bottom to the top bottom to the top
